WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long,ï»¿WELL ID
,JACOS HANGSTN 1-7-84-10,496159,A6F5,Foraco Canada Ltd.,104,15 Feb 2020 05:08:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-02-15,7084104,7,2,2020.0,7084104,56.26811207,-111.5598909,AA/01-07-084-10W4/0
,BAYTEX HZ SLAVE 2-32-84-15,496882,A0KC,Horizon Drilling Inc.,14,15 Feb 2020 08:15:00 AM,St. Albert,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-02-15,32084155,7,2,2020.0,32084155,56.32645275,-116.3205418,00/02-32-084-15W5/0
,SUNCOR LEWIS 13-30-92-7,497297,0Z41,Ensign Drilling Inc.,403,14 Feb 2020 10:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-15,30092074,7,2,2020.0,30092074,57.00996668,-111.10585520000001,AA/13-30-092-07W4/0
,SUNCOR OB231 FIREBAG 4-8-95-6,496554,A57H,Predator Drilling Inc.,3,15 Feb 2020 03:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-15,8095064,7,2,2020.0,8095064,57.22812055,-110.9276828,AB/04-08-095-06W4/0
,JUPITER HZ RESTHA 15-11-60-2,498464,A6PR,Nabors Drilling Canada Limited,127,23 Dec 2020 03:30:00 AM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Set Surface,2020-12-23,11060026,52,12,2020.0,11060026,54.17407128,-118.17527890000001,02/15-11-060-02W6/0
,7GEN HZ 102 KAKWA 9-22-64-5,498555,A6PR,Nabors Drilling Canada Limited,5,23 Dec 2020 12:30:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-12-23,22064056,52,12,2020.0,22064056,54.55250091,-118.65494380000001,02/09-22-064-05W6/0
,INCEPTION EXP HZ ELM 8-20-69-5,497026,A2EN,Ironhand Drilling Inc.,3,21 May 2020 07:00:00 AM,Grande Prairie,A600,Inception Exploration Ltd.,,Drill To LD,2020-05-21,20069056,21,5,2020.0,20069056,54.98872981,-118.71242450000001,00/08-20-069-05W6/0
,IMP N02W-825 LEMING 1-35-66-3,497841,0Y52,Precision Drilling Corporation,171,20 Mar 2020 02:15:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Drill To LD,2020-03-20,35066034,12,3,2020.0,35066034,54.75511114,-110.3338361,00/01-35-066-03W4/0
,BIR HZ PCOUPE 11-18-79-12,497657,0Y52,Precision Drilling Corporation,226,19 Mar 2020 09:24:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Resumption,2020-03-20,18079126,12,3,2020.0,18079126,55.84714801,-119.8535622,00/11-18-079-12W6/0
,PEYTO NOSEHILL 16-10-55-20,497969,0Z41,Ensign Drilling Inc.,T438,15 Jun 2020 11:15:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-06-16,10055205,25,6,2020.0,10055205,53.73734993,-116.87529579999999,00/16-10-055-20W5/0
,IMP H87-H08 LEMING 14-3-66-4,498076,0Y55,Akita Drilling Ltd.,21,16 Jun 2020 07:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Set Surface,2020-06-16,3066044,25,6,2020.0,3066044,54.68256523,-110.5101998,07/14-03-066-04W4/0
,IMP H87-H07 LEMING 4-10-66-4,498075,0Y55,Akita Drilling Ltd.,21,15 Jun 2020 02:45:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Set Surface,2020-06-16,10066044,25,6,2020.0,10066044,54.69702879,-110.5102354,08/04-10-066-04W4/0
,BONTERRA HZ 103 PEMBINA 5-5-47-7,498191,A2EN,Ironhand Drilling Inc.,1,14 Oct 2020 03:45:00 PM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2020-10-15,5047075,42,10,2020.0,5047075,53.02518567,-114.9770397,03/05-05-047-07W5/0
,RIDGEBACK 102 HZ PEMBINA 9-32-48-11,495946,0Y52,Precision Drilling Corporation,309,14 Oct 2020 11:00:00 PM,Drayton Valley,A7G2,Ridgeback Resources Inc.,,Drill To LD,2020-10-15,32048115,42,10,2020.0,32048115,53.18511173,-115.56197309999999,02/09-32-048-11W5/0
,AVN HZ PCOUPES 8-1-76-12,496462,A0KC,Horizon Drilling Inc.,30,15 Oct 2020 12:00:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2020-10-15,1076126,42,10,2020.0,1076126,55.55596702,-119.7069857,00/08-01-076-12W6/0
,7GEN HZ 102 KARR 4-8-65-5,496122,A6PR,Nabors Drilling Canada Limited,17,04 Sep 2020 05:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-09-04,8065056,36,9,2020.0,8065056,54.61068546,-118.70527720000001,02/04-08-065-05W6/0
,PIPE 100 HZ ELM 12-14-71-8,497196,0Y52,Precision Drilling Corporation,520,03 Sep 2020 02:00:00 PM,Grande Prairie,A82B,Pipestone Energy Corp.,,Drill To LD,2020-09-04,14071086,36,9,2020.0,14071086,55.1488687,-119.10263379999999,00/12-14-071-08W6/0
,CHEVRON HZ KAYBOBS 1-17-62-19,489386,0Z41,Ensign Drilling Inc.,770,19 Jun 2020 09:10:00 PM,St. Albert,45,Chevron Canada Limited,,Drill To LD,2020-06-20,17062195,25,6,2020.0,17062195,54.36323612,-116.80155090000001,00/01-17-062-19W5/0
,INPLAY OIL HZ WILLGR 2-26-41-6,497836,A2EN,Ironhand Drilling Inc.,9,29 Nov 2020 02:30:00 PM,Red Deer,A6JK,InPlay Oil Corp.,,Drill To LD,2020-11-30,26041065,49,11,2020.0,26041065,52.55955343,-114.7454477,02/02-26-041-06W5/0
,PEYTO CHAMBERS 9-23-41-11,498249,A08C,Savanna Drilling Corp.,616,30 Nov 2020 11:45:00 AM,Red Deer,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-11-30,23041115,49,11,2020.0,23041115,52.54491154,-115.4648269,00/09-23-041-11W5/0
,CVE 100 HZ PEMBINA 4-30-45-9,498597,0Z41,Ensign Drilling Inc.,449,30 Nov 2020 05:09:00 AM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-11-30,30045095,49,11,2020.0,30045095,52.90894616,-115.2831263,00/04-30-045-09W5/0
,CPEC HZ JUDYCK 5-12-64-10,498481,A0KC,Horizon Drilling Inc.,46,30 Nov 2020 02:15:00 PM,St. Albert,A2J6,Crescent Point Energy Corp.,,Drill To LD,2020-11-30,12064105,49,11,2020.0,12064105,54.52311115,-115.3624883,00/05-12-064-10W5/0
,SPL 3-13 HZ 104 MARTENH 4-12-75-25,498560,A2CL,Komat Drilling Ltd.,3,30 Nov 2020 02:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Set Surface,2020-11-30,12075254,49,11,2020.0,12075254,55.48262047,-113.73214180000001,04/04-12-075-25W4/0
,WESTBRICK HZ PEMBINA 3-34-44-11,498121,A08C,Savanna Drilling Corp.,652,22 Jul 2020 10:30:00 PM,Drayton Valley,A5WB,Westbrick Energy Ltd.,,Drill To LD,2020-07-23,34044115,30,7,2020.0,34044115,52.83610494,-115.50069040000001,00/03-34-044-11W5/0
,IMP H87-H07 LEMING 4-10-66-4,498075,0Y55,Akita Drilling Ltd.,21,22 Jul 2020 10:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-07-23,10066044,30,7,2020.0,10066044,54.69702879,-110.5102354,08/04-10-066-04W4/0
,TOURMALINE HZ VALHALLA 11-34-77-8,497916,0Y52,Precision Drilling Corporation,541,22 Jul 2020 09:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2020-07-23,34077086,30,7,2020.0,34077086,55.7158272,-119.13814939999999,00/11-34-077-08W6/0
,TOURMALINE HZ COLUMBIA 6-16-46-15,498101,0Z41,Ensign Drilling Inc.,T038,22 Aug 2020 06:49:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-08-22,16046155,34,8,2020.0,16046155,52.96714971,-116.1050593,00/06-16-046-15W5/0
,TOURMALINE HZ MEDLOD 5-20-51-21,498039,A6PR,Nabors Drilling Canada Limited,58,21 Aug 2020 08:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-08-22,20051215,34,8,2020.0,20051215,53.41743947,-117.0479008,00/05-20-051-21W5/0
,TOURMALINE HZ KAKWA 4-16-61-4,497846,0Y52,Precision Drilling Corporation,531,22 Aug 2020 06:30:00 AM,Grande Prairie,A573,Tourmaline Oil Corp.,,Drill To LD,2020-08-22,16061046,34,8,2020.0,16061046,54.27599584,-118.5251031,00/04-16-061-04W6/0
,SUNCOR P122P6 FIREBAG 13-26-94-6,496414,0X84,Nabors Drilling Limited,102,22 Aug 2020 12:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-08-22,26094064,34,8,2020.0,26094064,57.18443579,-110.83756540000002,05/13-26-094-06W4/0
,SUNCOR P122P7 FIREBAG 13-26-94-6,496415,A6PR,Nabors Drilling Canada Limited,102,22 Aug 2020 08:45:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-08-22,26094064,34,8,2020.0,26094064,57.18443579,-110.83756540000002,06/13-26-094-06W4/0
,IMP N01 N02W-745 LEMING 2-35-66-3,498079,0Y52,Precision Drilling Corporation,171,30 May 2020 02:45:00 AM,Bonnyville,7,Imperial Oil Resources Limited,,Drill To LD,2020-05-31,35066034,22,5,2020.0,35066034,54.75511114,-110.3338361,03/02-35-066-03W4/0
,ECA HZ 103 WEMBLEY 5-35-71-9,494873,0Y52,Precision Drilling Corporation,534,31 May 2020 01:15:00 PM,Grande Prairie,26,Ovintiv Canada ULC,,Drill To LD,2020-05-31,35071096,22,5,2020.0,35071096,55.19235495,-119.25662150000001,03/05-35-071-09W6/0
,INPLAY OIL HZ WILLGR 7-26-41-6,497838,A2EN,Ironhand Drilling Inc.,9,11 Nov 2020 08:43:00 PM,Red Deer,A6JK,InPlay Oil Corp.,,Drill To LD,2020-11-12,26041065,46,11,2020.0,26041065,52.55955343,-114.7454477,00/07-26-041-06W5/0
,VEI HZ PEMBINA 8-4-50-12,498429,A2EN,Ironhand Drilling Inc.,7,12 Nov 2020 12:00:00 AM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-11-12,4050125,46,11,2020.0,4050125,53.28706579999999,-115.6838956,02/08-04-050-12W5/0
,TOURMALINE LAMBERT 14-30-50-22,498422,A6PR,Nabors Drilling Canada Limited,34,11 Nov 2020 02:15:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-11-12,30050225,46,11,2020.0,30050225,53.34516074,-117.19484399999999,00/14-30-050-22W5/0
,TOURMALINE HZ LELAND 3-36-57-27,498358,0Z41,Ensign Drilling Inc.,39,11 Nov 2020 10:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-11-12,36057275,46,11,2020.0,36057275,53.97012398,-117.86647669999999,00/03-36-057-27W5/0
,IMP H39B PSW LEMING 3-10-66-4,498664,A08C,Savanna Drilling Corp.,447,14 Nov 2020 10:00:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Set Surface,2020-11-12,10066044,46,11,2020.0,10066044,54.69702879,-110.5102354,08/03-10-066-04W4/0
,NUVISTA 100 HZ D ELM 2-15-70-8,498627,A6PR,Nabors Drilling Canada Limited,79E,11 Nov 2020 05:00:00 PM,Grande Prairie,A0A7,NuVista Energy Ltd.,,Set Surface,2020-11-12,15070086,46,11,2020.0,15070086,55.06156831,-119.1196004,00/02-15-070-08W6/0
,ANEGADA HZ 8A VALHALLA 8-35-75-8,498442,A1TW,Bonanza Drilling Inc.,9,11 Nov 2020 08:16:00 PM,Grande Prairie,A789,Anegada Oil Corp.,,Drill To LD,2020-11-12,35075086,46,11,2020.0,35075086,55.54137882,-119.1122902,00/08-35-075-08W6/0
,R S R MIRAGE 2-32-79-8,497315,0Y52,Precision Drilling Corporation,185,11 Nov 2020 10:45:00 PM,Grande Prairie,A7CZ,Rising Star Resources Ltd.,,Drill To LD,2020-11-12,32079086,46,11,2020.0,32079086,55.89068863,-119.20117090000001,00/02-32-079-08W6/0
,SUNCOR P122S7 FIREBAG 13-26-94-6,496406,0X84,Nabors Drilling Limited,102,11 Nov 2020 09:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-11-12,26094064,46,11,2020.0,26094064,57.18443579,-110.83756540000002,03/13-26-094-06W4/0
,PEYTO CHAMBERS 4-22-41-11,497578,A08C,Savanna Drilling Corp.,616,02 Apr 2020 02:00:00 AM,Red Deer,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-04-02,22041115,14,4,2020.0,22041115,52.54492509,-115.48879690000001,00/04-22-041-11W5/0
,IMP N02W2-845 LEMING 16-26-66-3,497842,0Y52,Precision Drilling Corporation,171,02 Apr 2020 02:30:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Drill To LD,2020-04-02,26066034,14,4,2020.0,26066034,54.74067203,-110.33382240000002,03/16-26-066-03W4/0
,TOURMALINE HZ SUNDANCE 14-14-54-23,495367,A6PR,Nabors Drilling Canada Limited,58,22 Jul 2020 01:15:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-07-22,14054235,30,7,2020.0,14054235,53.66456995,-117.2689733,00/14-14-054-23W5/0
,TOURMALINE HZ KAKWA 3-16-61-4,497845,A57H,Predator Drilling Inc.,531,21 Jul 2020 03:30:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Drill To LD,2020-07-22,16061046,30,7,2020.0,16061046,54.27599584,-118.5251031,00/03-16-061-04W6/0
,TAC 7-25 HZ 102 PROVOST 13-30-34-7,496967,0GE9,Tempco Drilling Company Inc.,5,18 Feb 2020 11:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-02-18,30034074,8,2,2020.0,30034074,51.94734698,-110.9737196,02/13-30-034-07W4/0
,CHEVRON 102 HZ FOXCK 6-36-61-19,492886,0Z41,Ensign Drilling Inc.,144,17 Feb 2020 08:00:00 PM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-18,36061195,8,2,2020.0,36061195,54.31950639,-116.7015854,02/06-36-061-19W5/0
,CHEVRON HZ FOXCK 7-36-61-19,492884,0Z41,Ensign Drilling Inc.,144,18 Feb 2020 12:15:00 PM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-18,36061195,8,2,2020.0,36061195,54.31950639,-116.7015854,00/07-36-061-19W5/0
,CHEVRON HZ KAYBOBS 1-2-62-20,494552,0Z41,Ensign Drilling Inc.,770,18 Feb 2020 03:00:00 AM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-18,2062205,8,2,2020.0,2062205,54.33411344,-116.87652560000001,00/01-02-062-20W5/0
,CHEVRON HZ KAYBOBS 14-8-62-20,489945,0Z41,Ensign Drilling Inc.,785,18 Feb 2020 06:00:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-02-18,8062205,8,2,2020.0,8062205,54.34857873,-116.95151270000001,00/14-08-062-20W5/0
,DELTASTREAM CANAL 4-30-70-23,497277,A57H,Predator Drilling Inc.,294,17 Feb 2020 05:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2020-02-18,30070234,8,2,2020.0,30070234,55.08949654,-113.48863909999999,00/04-30-070-23W4/0
,CNRL HZ 102 WEMBLEY 13-36-73-10,491287,A0KC,Horizon Drilling Inc.,46,18 Feb 2020 01:30:00 AM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-02-18,36073106,8,2,2020.0,36073106,55.36684175,-119.38483190000001,02/13-36-073-10W6/0
,CVE D2-25 B8 HARDY 8-25-76-6,495720,0Y52,Precision Drilling Corporation,137,18 Feb 2020 12:10:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-18,25076064,8,2,2020.0,25076064,55.61361609,-110.7821387,AE/08-25-076-06W4/0
,HIGHWOOD 102 NIPISI 15-25-76-7,496202,A801,Stampede Drilling A Division Of Matrix Energy Technologi,23,17 Feb 2020 08:15:00 PM,St. Albert,A6CG,Highwood Oil Company Ltd.,,Drill To LD,2020-02-18,25076075,8,2,2020.0,25076075,55.61399787,-114.9328795,02/15-25-076-07W5/0
,MEG DE4P HARDY 5-12-77-5,490953,0Y55,Akita Drilling Ltd.,25,18 Feb 2020 07:30:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2020-02-18,12077054,8,2,2020.0,12077054,55.65714511,-110.6268493,04/05-12-077-05W4/0
,MEG HARDY 2-36-77-6,492757,A57H,Predator Drilling Inc.,12,18 Feb 2020 02:30:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-02-18,36077064,8,2,2020.0,36077064,55.71532807,-110.78213899999999,AB/02-36-077-06W4/0
,SPL 4-6 HZ MARTEN 5-7-77-6,496063,0GE9,Tempco Drilling Company Inc.,7,17 Feb 2020 11:15:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-02-18,7077065,8,2,2020.0,7077065,55.65755046,-114.90699140000001,00/05-07-077-06W5/0
,JACOS HANGSTN 10-1-84-11,496587,A278,EUB-New Rig Drilling Contractor,1,18 Feb 2020 05:00:00 AM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-02-18,1084114,8,2,2020.0,1084114,56.25364758,-111.5862225,AB/10-01-084-11W4/0
,SUNCOR VS20-WR001-MR1-VW 15-26-91-10,496716,A57H,Predator Drilling Inc.,1,17 Feb 2020 09:15:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-02-18,26091104,8,2,2020.0,26091104,56.92271609,-111.4813872,AB/15-26-091-10W4/0
,SUNCOR OB238 FIREBAG 2-18-95-6,496565,A57H,Predator Drilling Inc.,3,18 Feb 2020 06:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-02-18,18095064,8,2,2020.0,18095064,57.24274181,-110.95475359999999,AB/02-18-095-06W4/0
,IMP H87-H07 LEMING 4-10-66-4,498075,0Y55,Akita Drilling Ltd.,21,02 Jul 2020 12:30:00 PM,Bonnyville,7,Imperial Oil Resources Limited,,Resumption,2020-07-03,10066044,27,7,2020.0,10066044,54.69702879,-110.5102354,08/04-10-066-04W4/0
,TOURMALINE HZ PLUTO 2-36-43-15,496235,0Z41,Ensign Drilling Inc.,T038,13 Jul 2020 12:03:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-07-13,36043155,29,7,2020.0,36043155,52.74878457,-116.0325432,00/02-36-043-15W5/0
,TOURMALINE HZ05 SUNDANCE 16-14-54-23,495389,A6PR,Nabors Drilling Canada Limited,58,13 Jul 2020 01:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-07-13,14054235,29,7,2020.0,14054235,53.66456995,-117.2689733,05/16-14-054-23W5/0
,PEYTO SUNDANCE 6-12-55-21,497595,0Z41,Ensign Drilling Inc.,438,13 Jul 2020 01:00:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-07-13,12055215,29,7,2020.0,12055215,53.73739638,-116.9743739,02/06-12-055-21W5/0
,IMP H87-H05 LEMING 4-10-66-4,498073,0Y55,Akita Drilling Ltd.,21,13 Jul 2020 01:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-07-13,10066044,29,7,2020.0,10066044,54.69702879,-110.5102354,06/04-10-066-04W4/0
,WESTBRICK HZ PEMBINA 16-18-45-11,498151,A08C,Savanna Drilling Corp.,652,15 Sep 2020 04:30:00 AM,Drayton Valley,A5WB,Westbrick Energy Ltd.,,Drill To LD,2020-09-15,18045115,38,9,2020.0,18045115,52.87983971,-115.573213,00/16-18-045-11W5/0
,PEYTO SUNDANCE 8-1-56-22,498128,0Z41,Ensign Drilling Inc.,432,14 Sep 2020 04:00:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-09-15,1056225,38,9,2020.0,1056225,53.81027021,-117.12307109999999,02/08-01-056-22W5/0
,CHEVRON 104 HZ FOXCK 15-10-62-19,498131,0Z41,Ensign Drilling Inc.,770,15 Sep 2020 08:30:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-09-15,10062195,38,9,2020.0,10062195,54.34860043,-116.75156869999999,04/15-10-062-19W5/0
,CHEVRON 103 HZ FOXCK 1-15-62-19,496510,0Z41,Ensign Drilling Inc.,770,14 Sep 2020 08:00:00 PM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-09-15,15062195,38,9,2020.0,15062195,54.36323621,-116.7515686,03/01-15-062-19W5/0
,MEG T4N HARDY 1-24-77-6,498292,0Y52,Precision Drilling Corporation,140,15 Sep 2020 04:13:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-09-15,24077064,38,9,2020.0,24077064,55.68624285,-110.7821392,15/01-24-077-06W4/0
,KARVE 103 HZ PROVOST 12-19-35-4,498299,A8AF,Hertz & Paluck Energy Services Inc.,1,26 Sep 2020 02:30:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-09-27,19035044,39,9,2020.0,19035044,52.01914293,-110.55273940000001,03/12-19-035-04W4/0
,ENHANCEENERGY CLIVE 14-1-40-24,498143,0ZG2,Excalibur Drilling Ltd.,14,26 Sep 2020 07:30:00 PM,Red Deer,A216,Enhance Energy Inc.,,Drill To LD,2020-09-27,1040244,39,9,2020.0,1040244,52.4124021,-113.31565990000001,00/14-01-040-24W4/0
,WESTBRICK 102 HZ BRAZR 4-24-44-12,498269,A08C,Savanna Drilling Corp.,652,26 Sep 2020 09:45:00 AM,Drayton Valley,A5WB,Westbrick Energy Ltd.,,Drill To LD,2020-09-27,24044125,39,9,2020.0,24044125,52.80698868,-115.5973799,02/04-24-044-12W5/0
,TOURMALINE HZ LAMBERT 1-6-51-22,497636,A6PR,Nabors Drilling Canada Limited,34,27 Sep 2020 03:00:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-09-27,6051225,39,9,2020.0,6051225,53.37398225,-117.22028610000001,00/01-06-051-22W5/0
,7GEN HZ KARR 12-5-65-5,496117,A6PR,Nabors Drilling Canada Limited,5,26 Sep 2020 07:22:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-09-27,5065056,39,9,2020.0,5065056,54.59623076,-118.70528,00/12-05-065-05W6/0
,IMP H92-H04 LEMING 5-10-66-4,498220,0Y55,Akita Drilling Ltd.,21,26 Sep 2020 03:30:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-09-27,10066044,39,9,2020.0,10066044,54.69702879,-110.5102354,11/05-10-066-04W4/0
,DELTASTREAM MARTENH 16-30-74-24,498352,A2CL,Komat Drilling Ltd.,3,26 Sep 2020 05:00:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-09-27,30074244,39,9,2020.0,30074244,55.4391286,-113.6733763,04/16-30-074-24W4/0
,DELTASTREAM MARTENH 16-30-74-24,498353,A2CL,Komat Drilling Ltd.,3,27 Sep 2020 10:00:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-09-27,30074244,39,9,2020.0,30074244,55.4391286,-113.6733763,05/16-30-074-24W4/0
,SUNCOR NN5PB DOVER 3-8-93-12,375784,0Y52,Precision Drilling Corporation,151,26 Sep 2020 03:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-09-27,8093124,39,9,2020.0,8093124,57.05349651,-111.88376720000001,05/03-08-093-12W4/2
,VELVET HZ ROSEVEAR 15-6-54-15,498156,A0KC,Horizon Drilling Inc.,50,16 Jul 2020 10:30:00 AM,Drayton Valley,A5YK,Velvet Energy Ltd.,,Drill To LD,2020-07-16,6054155,29,7,2020.0,6054155,53.63571182,-116.1882943,00/15-06-054-15W5/0
,TOURMALINE HZ WILD RIV 15-7-58-25,498095,0Z41,Ensign Drilling Inc.,39,16 Jul 2020 04:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-07-16,7058255,29,7,2020.0,7058255,53.99924631,-117.6930509,00/15-07-058-25W5/0
,OVV HZ 102 WEMBLEY 12-15-72-9,497749,0Y52,Precision Drilling Corporation,535,16 Jul 2020 01:00:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2020-07-16,15072096,29,7,2020.0,15072096,55.23606076,-119.2822598,02/12-15-072-09W6/0
,AVN HZ PCOUPES 2-6-77-13,498083,A0KC,Horizon Drilling Inc.,30,15 Jul 2020 08:30:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2020-07-16,6077136,29,7,2020.0,6077136,55.6432059,-119.99154879999999,00/02-06-077-13W6/0
,TOURMALINE HZ VALHALLA 13-15-78-8,497442,0Y52,Precision Drilling Corporation,541,16 Jul 2020 12:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2020-07-16,15078086,29,7,2020.0,15078086,55.75956335,-119.1381587,00/13-15-078-08W6/0
,PARA HZ KARR 1-34-65-5,498184,A5DR,Fox Drilling Inc.,7,07 Nov 2020 02:57:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2020-11-07,34065056,45,11,2020.0,34065056,54.66886487,-118.65495049999998,00/01-34-065-05W6/0
,PARA HZ 102 KARR 3-34-65-5,498185,A5DR,Fox Drilling Inc.,3,06 Nov 2020 12:00:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2020-11-07,34065056,45,11,2020.0,34065056,54.66886487,-118.65495049999998,02/03-34-065-05W6/0
,SPL 1-1 HZ 104 MARTENH 1-6-75-24,498458,0Y52,Precision Drilling Corporation,147,07 Nov 2020 02:15:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-11-07,6075244,45,11,2020.0,6075244,55.46818089,-113.70625919999999,04/01-06-075-24W4/0
,SUNCOR P4P8B FIREBAG 4-2-95-6,291139,0Y52,Precision Drilling Corporation,151,07 Nov 2020 07:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-11-07,2095064,45,11,2020.0,2095064,57.21366247,-110.84645220000002,00/04-02-095-06W4/2
,AVN HZ PCOUPES 7-6-77-13,498084,A0KC,Horizon Drilling Inc.,30,31 Jul 2020 10:00:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2020-08-01,6077136,31,8,2020.0,6077136,55.6432059,-119.99154879999999,00/07-06-077-13W6/0
,IMP H91-H01 LEMING 2-9-66-4,497579,0Y55,Akita Drilling Ltd.,21,03 Apr 2020 05:30:00 PM,Bonnyville,7,Imperial Oil Resources Limited,,Set Surface,2020-04-04,9066044,14,4,2020.0,9066044,54.69701293,-110.5354291,03/02-09-066-04W4/0
,BIR HZ 102 PCOUPE 9-18-79-12,497656,0Z41,Ensign Drilling Inc.,137,14 Apr 2020 05:30:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Resumption,2020-04-14,18079126,16,4,2020.0,18079126,55.84714801,-119.8535622,02/09-18-079-12W6/0
