WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long,ï»¿WELL ID
,PENGROWTH D03-F2 LNDBRGH 11-24-58-5,496189,0Y55,Akita Drilling Ltd.,26,05 Feb 2020 09:00:00 PM,Bonnyville,A5K1,Cona Resources Ltd.,,Drill To LD,2020-02-06,24058054,6,2,2020.0,24058054,54.02778570000001,-110.599248,06/11-24-058-05W4/0
,ECA HZ WEMBLEY 13-30-72-9,497486,0Y52,Precision Drilling Corporation,535,05 Feb 2020 11:15:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2020-02-06,30072096,6,2,2020.0,30072096,55.26515219,-119.3591485,00/13-30-072-09W6/0
,SPL 15-35 HZ MARTENH 16-2-74-25,495267,0Y52,Precision Drilling Corporation,116,06 Feb 2020 05:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-02-06,2074254,6,2,2020.0,2074254,55.38094403,-113.72465700000001,00/16-02-074-25W4/0
,CVE B5 HARDY 5-14-77-6,495628,0Y52,Precision Drilling Corporation,133,05 Feb 2020 07:50:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-02-06,14077064,6,2,2020.0,14077064,55.6718118,-110.80802,AC/05-14-077-06W4/0
,TOURMALINE HZ102 VALHALLA 15-14-78-7,497370,0Y52,Precision Drilling Corporation,541,05 Feb 2020 07:30:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Drill To LD,2020-02-06,14078076,6,2,2020.0,14078076,55.75940924,-118.9572795,02/15-14-078-07W6/0
,SUNCOR ET AL HANGSTN 8-13-84-10,496972,A7HY,Earth Drilling Co. Ltd.,46,06 Feb 2020 03:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-02-06,13084104,6,2,2020.0,13084104,56.28272015,-111.4282307,00/08-13-084-10W4/0
,JACOS HANGSTN 15-1-84-11,496585,A278,EUB-New Rig Drilling Contractor,1,05 Feb 2020 08:30:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-02-06,1084114,6,2,2020.0,1084114,56.25364758,-111.5862225,AB/15-01-084-11W4/0
,SUNCOR VS19-GL001-MR1-VW 6-23-91-10,496715,A57H,Predator Drilling Inc.,1,06 Feb 2020 11:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2020-02-06,23091104,6,2,2020.0,23091104,56.90808535,-111.48138929999999,00/06-23-091-10W4/0
,SUNCOR OB LEWIS 5-10-92-8,497245,A57H,Predator Drilling Inc.,2,06 Feb 2020 04:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-06,10092084,6,2,2020.0,10092084,56.96626422,-111.18632649999999,00/05-10-092-08W4/0
,SUNCOR LEWIS 8-29-92-8,497305,0ZF6,McAllister Water Well Drilling Ltd.,1,06 Feb 2020 09:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-06,29092084,6,2,2020.0,29092084,57.00997445,-111.23995729999999,AA/08-29-092-08W4/0
,SUNCOR LEWIS 10-29-92-8,497289,0ZF6,McAllister Water Well Drilling Ltd.,1,06 Feb 2020 02:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-02-06,29092084,6,2,2020.0,29092084,57.00997445,-111.23995729999999,AA/10-29-092-08W4/0
,LONGSHORE HZ 102 PROVOST 15-13-40-7,498556,0GE9,Tempco Drilling Company Inc.,3,26 Oct 2020 02:45:00 PM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2020-10-26,13040074,44,10,2020.0,13040074,52.44126189999999,-110.8688144,02/15-13-040-07W4/0
,AVN HZ PCOUPES 1-1-76-12,496463,A0KC,Horizon Drilling Inc.,30,25 Oct 2020 07:30:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2020-10-26,1076126,44,10,2020.0,1076126,55.55596702,-119.7069857,00/01-01-076-12W6/0
,KARVE 103 HZ PROVOST 12-19-35-4,498299,0GE9,Tempco Drilling Company Inc.,5,04 Oct 2020 06:00:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2020-10-05,19035044,41,10,2020.0,19035044,52.01914293,-110.55273940000001,03/12-19-035-04W4/0
,TOURMALINE HZ PECO 2-36-46-16,498174,0Z41,Ensign Drilling Inc.,T38,05 Oct 2020 11:45:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-10-05,36046165,41,10,2020.0,36046165,53.01068443,-116.17759129999999,00/02-36-046-16W5/0
,DELTASTREAM MARTENH 13-14-74-25,498317,A2CL,Komat Drilling Ltd.,3,05 Oct 2020 06:30:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-10-05,14074254,41,10,2020.0,14074254,55.41003099,-113.72465759999999,02/13-14-074-25W4/0
,DELTASTREAM MARTENH 15-14-74-25,498323,A0KC,Horizon Drilling Inc.,51,05 Oct 2020 03:45:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2020-10-05,14074254,41,10,2020.0,14074254,55.41003099,-113.72465759999999,04/15-14-074-25W4/0
,MEG AG6P HARDY 1-25-77-6,498432,0Y52,Precision Drilling Corporation,140,04 Oct 2020 10:30:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-10-05,25077064,41,10,2020.0,25077064,55.70087579999999,-110.78213909999998,10/01-25-077-06W4/0
,KARVE 102 HZ PROVOST 13-19-35-4,498300,A8AF,Hertz & Paluck Energy Services Inc.,1,25 Sep 2020 08:30:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-09-25,19035044,39,9,2020.0,19035044,52.01914293,-110.55273940000001,02/13-19-035-04W4/0
,PARA HZ KARR 2-34-65-5,498183,A5DR,Fox Drilling Inc.,7,24 Sep 2020 06:00:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2020-09-25,34065056,39,9,2020.0,34065056,54.66886487,-118.65495049999998,00/02-34-065-05W6/0
,IMP H92-H05 LEMING 5-10-66-4,498221,0Y55,Akita Drilling Ltd.,21,24 Sep 2020 05:00:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-09-25,10066044,39,9,2020.0,10066044,54.69702879,-110.5102354,12/05-10-066-04W4/0
,TAC 16-26 HZ 104 PROVOST 6-36-34-8,498161,0GE9,Tempco Drilling Company Inc.,5,05 Aug 2020 02:30:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-08-05,36034084,32,8,2020.0,36034084,51.96184825,-110.99736909999999,04/06-36-034-08W4/0
,TOURMALINE HZ 102 LAMBERT 11-5-51-21,498040,A6PR,Nabors Drilling Canada Limited,58,05 Aug 2020 03:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-08-05,5051215,32,8,2020.0,5051215,53.37389784,-117.04792820000002,02/11-05-051-21W5/0
,VELVET 103 HZ ROSEVEAR 16-6-54-15,498155,A0KC,Horizon Drilling Inc.,50,05 Aug 2020 12:15:00 AM,Drayton Valley,A5YK,Velvet Energy Ltd.,,Drill To LD,2020-08-05,6054155,32,8,2020.0,6054155,53.63571182,-116.1882943,03/16-06-054-15W5/0
,PARA HZ KARR 4-18-66-5,495188,A5DR,Fox Drilling Inc.,3,21 May 2020 02:00:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2020-05-22,18066056,21,5,2020.0,18066056,54.71258226,-118.7304018,00/04-18-066-05W6/0
,IMP H92-H05 LEMING 5-10-66-4,498221,0Y55,Akita Drilling Ltd.,21,21 Aug 2020 12:45:00 AM,Bonnyville,7,Imperial Oil Resources Limited,,Set Surface,2020-08-21,10066044,34,8,2020.0,10066044,54.69702879,-110.5102354,12/05-10-066-04W4/0
,SUNCOR P122P5 FIREBAG 13-26-94-6,496413,A6PR,Nabors Drilling Canada Limited,102,21 Aug 2020 01:15:00 PM,Bonnyville,54,Suncor Energy Inc.,,Set Surface,2020-08-21,26094064,34,8,2020.0,26094064,57.18443579,-110.83756540000002,04/13-26-094-06W4/0
,SUNCOR P122P4 FIREBAG 4-35-94-6,496412,0X84,Nabors Drilling Limited,102,21 Aug 2020 02:00:00 AM,Bonnyville,54,Suncor Energy Inc.,,Set Surface,2020-08-21,35094064,34,8,2020.0,35094064,57.19888529,-110.83756389999999,09/04-35-094-06W4/0
,SURGE ENERGY HZ PROVOST 14-36-36-4,498900,A8AF,Hertz & Paluck Energy Services Inc.,1,30 Dec 2020 06:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-12-31,36036044,53,12,2020.0,36036044,52.13565307,-110.4336541,00/14-36-036-04W4/0
,SURGE ENERGY 102 PROVOST 14-36-36-4,498901,A8AF,Hertz & Paluck Energy Services Inc.,1,30 Dec 2020 08:00:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-12-31,36036044,53,12,2020.0,36036044,52.13565307,-110.4336541,02/14-36-036-04W4/0
,TQN FERRIER 13-31-41-10,498968,A0KC,Horizon Drilling Inc.,19,31 Dec 2020 01:00:00 PM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2020-12-31,31041105,53,12,2020.0,31041105,52.57402719,-115.41689099999999,00/13-31-041-10W5/0
,TOURMALINE 102 HZ BRAZR 14-22-44-14,499095,0Z41,Ensign Drilling Inc.,T038,30 Dec 2020 09:30:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-12-31,22044145,53,12,2020.0,22044145,52.80700666,-115.93584369999999,02/14-22-044-14W5/0
,7GEN HZ KAKWA 8-22-64-5,498552,A6PR,Nabors Drilling Canada Limited,5,31 Dec 2020 04:27:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-12-31,22064056,53,12,2020.0,22064056,54.55250091,-118.65494380000001,00/08-22-064-05W6/0
,SPL 8-33 HZ NIPISI 9-34-76-6,498531,0GE9,Tempco Drilling Company Inc.,7,31 Dec 2020 07:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-31,34076065,53,12,2020.0,34076065,55.62845302,-114.82937709999999,00/09-34-076-06W5/0
,TAC 15-24 HZ 103 NIPISI 16-25-76-7,499154,A2CL,Komat Drilling Ltd.,3,31 Dec 2020 01:30:00 AM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-31,25076075,53,12,2020.0,25076075,55.61399787,-114.9328795,03/16-25-076-07W5/0
,SUNCOR P131P3 FIREBAG 2-15-95-6,497855,A6PR,Nabors Drilling Canada Limited,102,30 Dec 2020 08:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-12-31,15095064,53,12,2020.0,15095064,57.24275071,-110.8735294,02/02-15-095-06W4/0
,SUNCOR P131P4 FIREBAG 2-15-95-6,497856,A6PR,Nabors Drilling Canada Limited,102,31 Dec 2020 06:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-12-31,15095064,53,12,2020.0,15095064,57.24275071,-110.8735294,03/02-15-095-06W4/0
,SUNCOR P131P5 FIREBAG 3-15-95-6,497857,A6PR,Nabors Drilling Canada Limited,102,31 Dec 2020 01:45:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Set Surface,2020-12-31,15095064,53,12,2020.0,15095064,57.24275071,-110.8735294,00/03-15-095-06W4/0
,KARVE HZ PROVOST 3-36-35-9,498306,A8AF,Hertz & Paluck Energy Services Inc.,1,28 Sep 2020 01:00:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-09-28,36035094,40,9,2020.0,36035094,52.04830206,-111.1479027,00/03-36-035-09W4/0
,KARVE 102 HZ PROVOST 6-36-35-9,498305,A8AF,Hertz & Paluck Energy Services Inc.,1,27 Sep 2020 02:30:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-09-28,36035094,40,9,2020.0,36035094,52.04830206,-111.1479027,02/06-36-035-09W4/0
,YANGARRA HZ FERRIER 2-5-37-7,498343,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,27 Sep 2020 11:30:00 PM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2020-09-28,5037075,40,9,2020.0,5037075,52.15176497,-114.95384640000002,00/02-05-037-07W5/0
,TOURMALINE HZ ANDERSN 14-36-50-23,497630,A6PR,Nabors Drilling Canada Limited,34,28 Sep 2020 02:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-09-28,36050235,40,9,2020.0,36050235,53.35960651,-117.21921529999999,00/14-36-050-23W5/0
,7GEN HZ 102 KAKWA 11-28-62-4,498196,A0KC,Horizon Drilling Inc.,55,28 Sep 2020 07:23:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-09-28,28062046,40,9,2020.0,28062046,54.39235792,-118.5251185,02/11-28-062-04W6/0
,IMP H92-H03 LEMING 12-10-66-4,498219,0Y55,Akita Drilling Ltd.,21,28 Sep 2020 04:30:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-09-28,10066044,40,9,2020.0,10066044,54.69702879,-110.5102354,07/12-10-066-04W4/0
,DELTASTREAM MARTENH 13-14-74-25,498314,A2CL,Komat Drilling Ltd.,3,28 Sep 2020 10:00:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-09-28,14074254,40,9,2020.0,14074254,55.41003099,-113.72465759999999,00/13-14-074-25W4/0
,BEC HZ WILLGR 8-11-41-5,498244,0C5B,Savanna Well Servicing Inc.,655,02 Oct 2020 10:30:00 PM,Red Deer,A5RX,Bonavista Energy Corporation,,Drill To LD,2020-10-03,11041055,40,10,2020.0,11041055,52.51584179,-114.6015897,00/08-11-041-05W5/0
,TOURMALINE HZ PECO 16-26-46-16,498173,0Z41,Ensign Drilling Inc.,T38,03 Oct 2020 08:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2020-10-03,26046165,40,10,2020.0,26046165,52.99623016,-116.20177240000001,00/16-26-046-16W5/0
,TOURMALINE HZ ANSELL 2-18-50-19,498367,A6PR,Nabors Drilling Canada Limited,58,03 Oct 2020 11:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-10-03,18050195,40,10,2020.0,18050195,53.316064600000004,-116.7562922,00/02-18-050-19W5/0
,TOURMALINE HZ EDSON 4-22-51-16,498297,A6PR,Nabors Drilling Canada Limited,16,03 Oct 2020 02:00:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-10-03,22051165,40,10,2020.0,22051165,53.41752334,-116.26190790000001,02/04-22-051-16W5/0
,PEYTO EDSON 3-31-53-18,498177,0Z41,Ensign Drilling Inc.,401,02 Oct 2020 06:00:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-10-03,31053185,40,10,2020.0,31053185,53.621141099999996,-116.63031200000002,00/03-31-053-18W5/0
,VELVET HZ BEZAN 14-30-68-2,498233,A08C,Savanna Drilling Corp.,639,03 Oct 2020 04:45:00 AM,Grande Prairie,A5YK,Velvet Energy Ltd.,,Drill To LD,2020-10-03,30068026,40,10,2020.0,30068026,54.91612363,-118.2801087,00/14-30-068-02W6/0
,DELTASTREAM MARTENH 14-14-74-25,498319,A2CL,Komat Drilling Ltd.,3,03 Oct 2020 11:30:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-10-03,14074254,40,10,2020.0,14074254,55.41003099,-113.72465759999999,02/14-14-074-25W4/0
,RHE 100 PROVOST 15-23-34-3,498855,A57H,Predator Drilling Inc.,27,05 Jan 2021 09:00:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-05,23034034,1,1,2021.0,23034034,51.93266363,-110.31216270000002,00/15-23-034-03W4/0
,TAC 7-19 HZ PROVOST 9-13-34-8,498617,0GE9,Tempco Drilling Company Inc.,5,05 Jan 2021 03:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-05,13034084,1,1,2021.0,13034084,51.91825559,-110.99734450000001,00/09-13-034-08W4/0
,KARVE 102 HZ PROVOST 16-23-35-8,498836,0GE9,Tempco Drilling Company Inc.,8,05 Jan 2021 03:45:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-05,23035084,1,1,2021.0,23035084,52.01933953,-111.0288644,02/16-23-035-08W4/0
,LONGSHORE HAYTER 1-32-41-1,497437,0GE9,Tempco Drilling Company Inc.,3,05 Jan 2021 04:00:00 PM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-05,32041014,1,1,2021.0,32041014,52.57217578,-110.10086729999999,02/01-32-041-01W4/0
,OBE HZ WILLGR 3-25-43-8,498613,A6PR,Nabors Drilling Canada Limited,26,04 Jan 2021 07:15:00 PM,Red Deer,0BP8,Obsidian Energy Ltd.,,Drill To LD,2021-01-05,25043085,1,1,2021.0,25043085,52.73492295,-115.0165949,00/03-25-043-08W5/0
,SURGE ENERGY HZ 102 WAINWR 2-33-44-7,496424,A8AF,Hertz & Paluck Energy Services Inc.,1,04 Jan 2021 02:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2021-01-05,33044074,1,1,2021.0,33044074,52.8360007,-110.94734440000002,02/02-33-044-07W4/0
,SHACKLETON FERIN 6-10-44-20,498665,0Y52,Precision Drilling Corporation,190,05 Jan 2021 06:00:00 AM,St. Albert,0A8E,Shackleton Exploration Ltd.,,Drill To LD,2021-01-05,10044204,1,1,2021.0,10044204,52.77719303,-112.81001129999999,00/06-10-044-20W4/0
,SHACKLETON FERIN 6-10-44-20,498665,0Y52,Precision Drilling Corporation,190,05 Jan 2021 06:00:00 AM,St. Albert,0A8E,Shackleton Exploration Ltd.,,Drill To LD,2021-01-05,10044204,1,1,2021.0,10044204,52.77719303,-112.81001129999999,00/06-10-044-20W4/0
,VEI HZ CARROT 4-11-52-13,498841,A2EN,Ironhand Drilling Inc.,FIVE,04 Jan 2021 10:30:00 PM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2021-01-05,11052135,1,1,2021.0,11052135,53.47570145,-115.7952503,00/04-11-052-13W5/0
,TOURMALINE HZ SMOKY 4-31-58-1,498279,0Z41,Ensign Drilling Inc.,T039,05 Jan 2021 12:47:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-05,31058016,1,1,2021.0,31058016,54.0576426,-118.1241572,00/04-31-058-01W6/0
,CNRL 4C BEAVRDM 4-31-59-4,491200,0Z41,Ensign Drilling Inc.,218,05 Jan 2021 04:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-05,31059044,1,1,2021.0,31059044,54.14424285,-110.5803365,03/04-31-059-04W4/0
,CHEVRON HZ FOXCK 9-31-61-18,493783,0Z41,Ensign Drilling Inc.,770,04 Jan 2021 02:45:00 PM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2021-01-05,31061185,1,1,2021.0,31061185,54.31951971,-116.67658610000001,00/09-31-061-18W5/0
,OVV HZ 102 WEMBLEY 4-1-72-9,498687,0Y52,Precision Drilling Corporation,534,05 Jan 2021 01:00:00 AM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2021-01-05,1072096,1,1,2021.0,1072096,55.20698006,-119.23100020000001,02/04-01-072-09W6/0
,CVE 15-27 MARTENH 15-27-74-25,498870,A08C,Savanna Drilling Corp.,437,05 Jan 2021 06:33:00 AM,St. Albert,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-05,27074254,1,1,2021.0,27074254,55.43912494,-113.75029029999999,F1/15-27-074-25W4/0
,CVE J15P01 KIRBY 1-34-75-6,484714,0Y52,Precision Drilling Corporation,199,04 Jan 2021 11:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Resumption,2021-01-05,34075064,1,1,2021.0,34075064,55.54083814,-110.8338966,02/01-34-075-06W4/2
,CVE A7 HARDY 7-19-76-5,498380,0Y52,Precision Drilling Corporation,171,05 Jan 2021 10:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-05,19076054,1,1,2021.0,19076054,55.59899293,-110.7562545,AA/07-19-076-05W4/0
,CVE G05I09 LEISMER 2-16-76-6,498966,0Z41,Ensign Drilling Inc.,141,05 Jan 2021 01:17:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-05,16076064,1,1,2021.0,16076064,55.58456271,-110.85977609999999,07/02-16-076-06W4/0
,TAC 13-26 HZ 102 NIPISI 16-34-76-7,499151,0Y52,Precision Drilling Corporation,185,05 Jan 2021 02:30:00 AM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-05,34076075,1,1,2021.0,34076075,55.62844226,-114.98465300000001,02/16-34-076-07W5/0
,TOURMALINE HZ VALHALLA 16-9-76-8,498504,0Y52,Precision Drilling Corporation,541,04 Jan 2021 08:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2021-01-05,9076086,1,1,2021.0,9076086,55.57045863,-119.1640024,00/16-09-076-08W6/0
,WHITECAP VALHALLA 13-18-76-9,498857,0FZ8,Precision Drilling Technology Services Group Inc.,540,05 Jan 2021 03:28:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-05,18076096,1,1,2021.0,18076096,55.58505027,-119.3708633,00/13-18-076-09W6/0
,BIR 14-6 HZ PCOUPE 2-31-78-12,499066,0Z41,Ensign Drilling Inc.,137,04 Jan 2021 06:30:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-05,31078126,1,1,2021.0,31078126,55.80311365,-119.836321,00/02-31-078-12W6/0
,SPL 4-7 HZ GOODLOW 5-18-82-4,499026,0Y52,Precision Drilling Corporation,294,05 Jan 2021 07:21:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-01-05,18082045,1,1,2021.0,18082045,56.10898856,-114.60088870000001,00/05-18-082-04W5/0
,SYNCRUDE 007N01 4-1-94-10,497054,A1YG,Big Country Drilling Ltd.,10,05 Jan 2021 03:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-05,1094104,1,1,2021.0,1094104,57.12632758,-111.45449840000002,AB/04-01-094-10W4/0
,SYNCRUDE 004N01 8-1-94-10,497053,A1YG,Big Country Drilling Ltd.,6,04 Jan 2021 11:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-05,1094104,1,1,2021.0,1094104,57.12632758,-111.45449840000002,AA/08-01-094-10W4/0
,RHE 102 PROVOST 4-28-34-3,496095,0GE9,Tempco Drilling Company Inc.,6,27 Jan 2020 10:00:00 PM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2020-01-28,28034034,5,1,2020.0,28034034,51.9472996,-110.3594259,02/04-28-034-03W4/0
,TAC 1-22 HZ PROVOST 5-15-34-8,497280,A8AF,Hertz & Paluck Energy Services Inc.,1,28 Jan 2020 04:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-28,15034084,5,1,2020.0,15034084,51.91826866,-111.04459150000001,00/05-15-034-08W4/0
,GEAR 4HZ PROVOST 5-32-35-4,497477,A6NZ,Lasso Drilling Corporation,4,27 Jan 2020 09:45:00 PM,Wainwright,A2JR,Gear Energy Ltd.,,Drill To LD,2020-01-28,32035044,5,1,2020.0,32035044,52.04827028,-110.5289321,00/05-32-035-04W4/0
,TAC 2-36 HZ 1F1 PROVOST 5-6-35-8,497412,A8AF,Hertz & Paluck Energy Services Inc.,1,27 Jan 2020 05:30:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-01-28,6035084,5,1,2020.0,6035084,51.9756495,-111.12418059999999,F1/05-06-035-08W4/0
,KARVE HZ PROVOST 1-1-36-9,496232,A57H,Predator Drilling Inc.,27,28 Jan 2020 05:53:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2020-01-28,1036094,5,1,2020.0,1036094,52.06295231,-111.1478879,00/01-01-036-09W4/0
,ENERPLUS CORP 02H WILDMERE 2-22-47-5,489928,0ZG2,Excalibur Drilling Ltd.,10,27 Jan 2020 08:15:00 PM,Wainwright,A5RD,Enerplus Corporation,,Drill To LD,2020-01-28,22047054,5,1,2020.0,22047054,53.06690327,-110.6390192,02/02-22-047-05W4/0
,HUSKY 3HZ R1 WILDMERE 9-19-48-5,496291,0Y52,Precision Drilling Corporation,151,27 Jan 2020 11:00:00 PM,Wainwright,0R46,Husky Oil Operations Limited,,Drill To LD,2020-01-28,19048054,5,1,2020.0,19048054,53.15419432,-110.7122925,00/09-19-048-05W4/0
,INPLAY OIL 102 HZ PEMBINA 9-25-49-7,496960,A5DG,CWC Energy Services Corp.,9,28 Jan 2020 01:45:00 PM,Drayton Valley,A6JK,InPlay Oil Corp.,,Drill To LD,2020-01-28,25049075,5,1,2020.0,25049075,53.25790219,-114.8794304,02/09-25-049-07W5/0
,XTO E05 KAYBOBS 7-1-61-20,494069,0Z41,Ensign Drilling Inc.,56,27 Jan 2020 01:30:00 PM,St. Albert,A6GB,XTO Energy Canada ULC,,Drill To LD,2020-01-28,1061205,5,1,2020.0,1061205,54.24683915,-116.85153020000001,00/07-01-061-20W5/0
,CHEVRON 102 HZ KAYBOBS 12-8-62-20,489946,0Z41,Ensign Drilling Inc.,785,28 Jan 2020 09:00:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2020-01-28,8062205,5,1,2020.0,8062205,54.34857873,-116.95151270000001,02/12-08-062-20W5/0
,MURPHY 13-31A TWOCK 5-12-64-16,489735,A0KC,Horizon Drilling Inc.,10,28 Jan 2020 12:00:00 AM,St. Albert,0063,Murphy Oil Company Ltd.,,Drill To LD,2020-01-28,12064165,5,1,2020.0,12064165,54.52329494,-116.26969979999998,00/05-12-064-16W5/0
,PARA HZ ELM 11-28-67-6,496898,A5DR,Fox Drilling Inc.,4,28 Jan 2020 06:00:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2020-01-28,28067066,5,1,2020.0,28067066,54.82884756,-118.8396213,00/11-28-067-06W6/0
,CVE E04P04-1 FISHER 9-18-70-3,497014,0Y52,Precision Drilling Corporation,199,28 Jan 2020 06:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2020-01-28,18070034,5,1,2020.0,18070034,55.06058502,-110.43790959999998,14/09-18-070-03W4/0
,PIPE 100 HZ WEMBLEY 12-36-71-8,493200,0Y52,Precision Drilling Corporation,524,28 Jan 2020 09:30:00 AM,Grande Prairie,A82B,Pipestone Energy Corp.,,Resumption,2020-01-28,36071086,5,1,2020.0,36071086,55.19238705,-119.0771091,00/12-36-071-08W6/0
,SPL 15-35 HZ 102 MARTENH 14-2-74-25,495590,0Y52,Precision Drilling Corporation,116,28 Jan 2020 09:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-01-28,2074254,5,1,2020.0,2074254,55.38094403,-113.72465700000001,02/14-02-074-25W4/0
